time,open,high,low,close,volume
2026-01-09 01:40:21.931710,1.2500312568337328,1.2502532246598639,1.2497152331497807,1.250049671415301,835
2026-01-09 01:41:21.931710,1.2533155988888287,1.2534616216838472,1.2530292888715988,1.2534286167617772,398
2026-01-09 01:42:21.931710,1.2569103539475543,1.2570574631427895,1.2564166764062747,1.2568830528758048,386
2026-01-09 01:43:21.931710,1.2602113531520065,1.2604743162051568,1.2604087482312865,1.260418817155761,982
2026-01-09 01:44:21.931710,1.2637603661495826,1.2641736794328478,1.2636926699750866,1.263769561827843,127
2026-01-09 01:45:21.931710,1.2671095232547422,1.2675817647394951,1.2666648350794847,1.2671079207265128,14
2026-01-09 01:46:21.931710,1.2706916133322208,1.2706483115315552,1.2703828940128328,1.2706121532939263,453
2026-01-09 01:47:21.931710,1.2741140503495463,1.2744942457282493,1.2737343928051368,1.2740166881246036,361
2026-01-09 01:48:21.931710,1.2772256148294043,1.2775372600909636,1.2769444581894336,1.2772759717912952,764
2026-01-09 01:49:21.931710,1.2805968182212795,1.2807616624617193,1.2802723463204946,1.2806118796227424,542
2026-01-09 01:50:21.931710,1.2837430035746271,1.2838580466953262,1.28335374545603,1.2838196156576882,673
2026-01-09 01:51:21.931710,1.2868837727030122,1.287246891092528,1.2864981042497872,1.286996578958493,649
2026-01-09 01:52:21.931710,1.2902418220774416,1.290608090371749,1.2898507538690382,1.2902108325995036,133
2026-01-09 01:53:21.931710,1.29304582031014,1.293526722103633,1.293029568260397,1.2931731788649996,667
2026-01-09 01:54:21.931710,1.2960736472378556,1.2961402229336447,1.2956752337267654,1.2961151099279127,286
2026-01-09 01:55:21.931710,1.2990317056366598,1.2991676739503337,1.2991066125753794,1.2991312230326497,831
2026-01-09 01:56:21.931710,1.3021123811341084,1.3022588494567957,1.3019418723890421,1.3020574128154794,403
2026-01-09 01:57:21.931710,1.3052488408409952,1.3052163430780925,1.3046200049723367,1.3050686978310686,673
2026-01-09 01:58:21.931710,1.3077772876802165,1.3080236386400248,1.3077793507212772,1.3079074464784968,369
2026-01-09 01:59:21.931710,1.3104575091717043,1.3107833132694484,1.3105324854901832,1.3106428110199941,632
2026-01-09 02:00:21.931710,1.3135979313742485,1.314012161434432,1.3135413574162136,1.3136104200627836,478
2026-01-09 02:01:21.931710,1.3163523659068488,1.3168154101540688,1.3159212402484295,1.316350796127253,994
2026-01-09 02:02:21.931710,1.3190817957615384,1.3192624811781266,1.3188099007012672,1.3190599298308627,637
2026-01-09 02:03:21.931710,1.321512208530354,1.3220098960829436,1.3212193939803503,1.3215568405818774,709
2026-01-09 02:04:21.931710,1.3240563683645248,1.3242371801450314,1.3239568991023698,1.3240764322944074,66
2026-01-09 02:05:21.931710,1.3266306542862258,1.3268321217383436,1.326214883034666,1.3265939032451717,260
2026-01-09 02:06:21.931710,1.3290193454972288,1.3290283169068724,1.3285352996354833,1.3289153024079643,905
2026-01-09 02:07:21.931710,1.3311218258362767,1.3316375687343964,1.3311610317008544,1.3313173307133086,928
2026-01-09 02:08:21.931710,1.3335107027070725,1.334037087208563,1.3333422553344705,1.3335475966509756,159
2026-01-09 02:09:21.931710,1.3357539938146514,1.336034359483279,1.3356277677965422,1.3357326129352574,461
2026-01-09 02:10:21.931710,1.3377167459451664,1.3379874505976843,1.337320263043966,1.3378085435556275,171
2026-01-09 02:11:21.931710,1.340223042147874,1.3403738339076927,1.339727123896168,1.3400499251846973,129
2026-01-09 02:12:21.931710,1.3419594566979924,1.342084458025248,1.3415557257456576,1.3420229976860154,591
2026-01-09 02:13:21.931710,1.3438040845854526,1.344252543394286,1.3436565210823388,1.3438082138541534,933
2026-01-09 02:14:21.931710,1.345752001900022,1.3459479416657276,1.3453054542338392,1.3456963996903377,360
2026-01-09 02:15:21.931710,1.3472345253459905,1.3475183286958905,1.3469107245029284,1.3472936538248708,108
2026-01-09 02:16:21.931710,1.3487611771464898,1.3492387668454968,1.348600006625337,1.3489458344512701,176
2026-01-09 02:17:21.931710,1.3502488876092462,1.3506041449933326,1.3498089335743044,1.3502917530619378,819
2026-01-09 02:18:21.931710,1.3517130794044727,1.3516460232519933,1.351413357680827,1.35161013534888,672
2026-01-09 02:19:21.931710,1.3529554616174522,1.3533304597407423,1.3529237924683357,1.3529891511301306,847
2026-01-09 02:20:21.931710,1.3542447170350775,1.354450326305381,1.3539935060356012,1.3543293604652233,985
2026-01-09 02:21:21.931710,1.355611456303408,1.355875865398711,1.3551542341822194,1.3555188890824579,523
2026-01-09 02:22:21.931710,1.3565517565890681,1.3569961014758625,1.356297303791941,1.3565848340786704,673
2026-01-09 02:23:21.931710,1.3574855181415906,1.3579385134767317,1.3574331252763887,1.3575365342229555,410
2026-01-09 02:24:21.931710,1.358289016028351,1.3585503209030885,1.35802184244855,1.3582740704193845,374
2026-01-09 02:25:21.931710,1.3590674997410341,1.3592505096662277,1.3588343298517878,1.3589904247200724,586
2026-01-09 02:26:21.931710,1.3598732895603296,1.359706556187826,1.3594213849430732,1.3596351182071564,335
2026-01-09 02:27:21.931710,1.360416294761352,1.3607212442257879,1.3600109618626641,1.3603335711505864,590
2026-01-09 02:28:21.931710,1.360978302594981,1.3609980232885655,1.3604897112269967,1.3608623185983422,642
2026-01-09 02:29:21.931710,1.361031207182802,1.3613301515141096,1.3609656914572499,1.3610818038027006,630
2026-01-09 02:30:21.931710,1.3613086743132472,1.361553398170308,1.3612085984435207,1.3614112611238443,837
2026-01-09 02:31:21.931710,1.3615772483047528,1.3616379293512908,1.361436434384295,1.3615710151697908,256
2026-01-09 02:32:21.931710,1.3616135668185856,1.3619176286755055,1.3615035340201287,1.3616028498270596,443
2026-01-09 02:33:21.931710,1.3615571063933865,1.3616921236849342,1.361273264057525,1.3616649576675228,102
2026-01-09 02:34:21.931710,1.3616531278940835,1.3620449799641372,1.3612160309998556,1.361670657347074,277
2026-01-09 02:35:21.931710,1.3616083196709252,1.361727181308384,1.361383271817911,1.3615683879107534,624
2026-01-09 02:36:21.931710,1.3612275509910665,1.3611915789980669,1.3608158721893777,1.3611915116515647,952
2026-01-09 02:37:21.931710,1.3608210441240984,1.3610261799083785,1.3603221176940778,1.36077061533876,972
2026-01-09 02:38:21.931710,1.3603464748450198,1.36034080432627,1.359894316266741,1.3603173783720062,633
2026-01-09 02:39:21.931710,1.35978220802664,1.3599709936714774,1.3597415021982973,1.359832908892567,330
2026-01-09 02:40:21.931710,1.3590567387841386,1.3594616170905314,1.3586299829060466,1.3591081288468034,932
2026-01-09 02:41:21.931710,1.3581988822978954,1.3583501222485057,1.35813043921748,1.3583187774376948,825
2026-01-09 02:42:21.931710,1.357522921566976,1.3577641133092355,1.3571748237324706,1.3573444440630575,865
2026-01-09 02:43:21.931710,1.3562706545047674,1.3562712194296347,1.3562380938046665,1.3562693094683054,71
2026-01-09 02:44:21.931710,1.3552819397682585,1.355427837008439,1.3550613382467855,1.355304425073838,309
2026-01-09 02:45:21.931710,1.3542116903817218,1.354675021617943,1.3542500627820466,1.354304569589867,412
2026-01-09 02:46:21.931710,1.3533674811637353,1.3532320504483673,1.3529496454630388,1.3530739153735025,964
2026-01-09 02:47:21.931710,1.3517569646375414,1.3519152436347968,1.3517058261298802,1.3518642974407638,657
2026-01-09 02:48:21.931710,1.3504626281771943,1.3506856299291552,1.3501010998080092,1.350505512969755,576
2026-01-09 02:49:21.931710,1.3490042848665704,1.349097897826134,1.348524956857744,1.348962701182942,629
2026-01-09 02:50:21.931710,1.3474989179444372,1.347860252598943,1.347287663489132,1.3474388966478628,312
2026-01-09 02:51:21.931710,1.3460486932373639,1.3461095739906348,1.34552355097122,1.3459529000318422,779
2026-01-09 02:52:21.931710,1.3444122888235097,1.3446259942086207,1.3438029125040478,1.3442315279727328,262
2026-01-09 02:53:21.931710,1.3426447735035627,1.343040093810422,1.3422118322628243,1.3425941577380167,743
2026-01-09 02:54:21.931710,1.34035871956212,1.340681231351905,1.340390975085109,1.3404643226421167,487
2026-01-09 02:55:21.931710,1.3385810240970775,1.3390616901815167,1.3382615571861392,1.3386067186095896,378
2026-01-09 02:56:21.931710,1.3366366419218583,1.3367945177115883,1.3361333466523164,1.3366058586846068,688
2026-01-09 02:57:21.931710,1.3347056778455055,1.3349808944496,1.3341575850019713,1.334498855241355,950
2026-01-09 02:58:21.931710,1.33222590897763,1.3324103342877354,1.3321998811009186,1.3323656895254725,169
2026-01-09 02:59:21.931710,1.330081972844262,1.330305224826991,1.3297114255350242,1.3299617151937395,970
2026-01-09 03:00:21.931710,1.3276920719062595,1.3279209874895332,1.3273512179476292,1.3276740804693048,175
2026-01-09 03:01:21.931710,1.3254699424169512,1.325579983766156,1.325130874159064,1.3253861593634282,214
2026-01-09 03:02:21.931710,1.3231446946353647,1.3234712500464028,1.3230949176361628,1.3231548941070284,276
2026-01-09 03:03:21.931710,1.320586944142847,1.3210231159516768,1.3205151553835337,1.3206711874058596,147
2026-01-09 03:04:21.931710,1.3181833700891625,1.3181104644460477,1.3177070847959458,1.3181082828112225,377
2026-01-09 03:05:21.931710,1.3155940184504467,1.3156120518921097,1.3150978663246884,1.3155285753477362,452
2026-01-09 03:06:21.931710,1.313143058902882,1.3134023762316251,1.3129772031899503,1.313045853206308,867
2026-01-09 03:07:21.931710,1.3104611950250458,1.3107957181953727,1.3099863321123841,1.3104625254885836,769
2026-01-09 03:08:21.931710,1.3076942555118745,1.3082372614667708,1.307589826405282,1.3077542377142064,576
2026-01-09 03:09:21.931710,1.3049581352632962,1.305494532857924,1.3047828570934332,1.3051140139627986,925
2026-01-09 03:10:21.931710,1.3024807757927501,1.3028742248198018,1.3020229258929579,1.3023988384659362,730
